company,country,vertical,raw_sector,horizontal,use_case,existence,value_claimed,tier,source_url,date
VTB Bank,RU,Financial Services,Banking,Customer Support,Generative AI assisting contact-center operators in chat/phone customer conversations (effect assessed),CONFIRMED,"none specified in snippet (""effect assessed""; tens of billions RUB planned AI investment)",P,https://lenta.ru/news/2026/05/20/v-vtb-otsenili-effekt-ot-vnedreniya-ii-v-rabotu-kontakt-tsentrov/,2026
VTB Bank,RU,Financial Services,Banking,Healthcare/Customer Journey,VTB Meditsina uses AI + automation to simplify client journey | CONFIRMED,none,P,,https://www.comnews.ru/digital-economy/content/246460/2026-07-17/2026-w29/1012/vtb-medicina-uproschaet-klientskiy-put-pomoschyu-ii-i-avtomatizacii,2026
X5 Group,RU,Retail & E-commerce,Retail,HR / Talent,AI system to assess product competencies in hiring/development | CONFIRMED,none,P,,https://www.tadviser.ru/index.php/Проект:X5_(ИИ_в_развитии_и_подборе_персонала),missing
X5 Group,RU,Retail & E-commerce,Retail,Corporate/AI Strategy,Broad AI-agentization program across retail ops (generative AI scenarios) | CONFIRMED,none,P,,https://www.tadviser.ru/index.php/Статья:X5_встал_на_путь_ИИ-агентизации,missing
Yandex,RU,Technology,Technology,Technology/AI Platform,Alice AI assistant on YandexGPT/Alice foundation models; monetized in chats,CONFIRMED,>2bn RUB revenue from Alice AI chat monetization in 2025 (self-claimed),P,https://www.rbc.ru/technology_and_media/17/02/2026/6994199c9a7947272a2bb316,2025
Yandex,RU,Technology,Technology,Consumer Services,Alice AI booking of restaurants/salon appointments via chat; image gen/edit model (ART 2.0); AI smart-camera event analysis | CONFIRMED,none,P,,https://www.vedomosti.ru/technology/news/2026/06/23/1208030-bronirovanie-cherez-neiroset,2026
Barclays,UK,Financial Services,Banks,Strategic/Operations,"""AI-led cost transformation"" & expanded AI use for productivity/efficiency cited in 2025 full-year results & 2028 strategy",CLAIMED,"qualitative (cost/productivity, no audited figure)",S,https://worldecomag.com/barclays-reports-12-profit-surge-lays-out-ambitious-2028-strategy-with-ai-led-cost-transformation-and-strong-capital-returns/,2025
Barclays,UK,Financial Services,Banks,Strategic/Research,"Barclays Research ""Impact Series"" reports on AI (data-centre demand, labour markets) — a research product, not internal ops deployment",CONFIRMED,n/a (research publication),S,https://www.businesswire.com/news/home/20250116673538/en/AI,missing
3i Group,UK,Financial Services,Financial services,none,AI only referenced as an investment-sector consideration in annual report; no internal AI deployment disclosed | none,none,-,,https://www.marketscreener.com/news/3i-annual-report-and-accounts-2026,2026
Aberdeen Group (abrdn),UK,Financial Services,Financial services,Financial Services,"Generative AI investment-research tool developed with University of Edinburgh (Centre for Investing Innovation), integrated into investment decision-making",CONFIRMED,none (in development/deployment),S,https://www.aberdeenplc.com/en-gb/news/all-news/abrdn-and-university-of-edinburgh-join-forces-to-develop-ai-investment-tool,missing
Admiral Group,UK,Insurance,Insurance,Customer Support,AI-powered omnichannel customer service platform (Genesys Cloud) for millions of customer interactions | CONFIRMED,none,P,,https://www.genesys.com/en-gb/company/newsroom/announcements/admiral-insurance-reimagines-customer-experiences-with-genesys,missing
Admiral Group,UK,Insurance,Insurance,Financial Services,Acquired Flock (AI-native fleet telematics) for real-time behaviour-based fleet underwriting/usage-based pricing | CONFIRMED,none,P,,https://news.europawire.eu/admiral-group-strengthens-motor-insurance-strategy-through-acquisition-of-ai-powered-fleet-insurtech-flock/eu-press-release/2026/06/01/18/48/38/175799/,2026
Admiral Group,UK,Insurance,Insurance,Data & Analytics,"Google Cloud partnership for data analytics, ML and generative AI for decision-making | CLAIMED",none,I,,https://www.insurancetimes.co.uk/news/admiral-and-google-cloud-partnership-to-place-customers-at-its-heart/1451155.article,missing
Airtel Africa,UK,Telecom,Telecommunications services,Network Operations,Multi-year deal with Xtelify (Bharti Airtel subsidiary) to deploy AI-driven telecom ops platform across 14 African countries (network + workforce + CX),CONFIRMED,multi-million-dollar deal (no value metric),I,https://guardian.ng/technology/airtel-africa-partners-firm-to-push-ai-across-14-countries/,missing
Alliance Witan,UK,Financial Services,Investment trusts,none,AI referenced only as investment theme/positioning (AI-bubble caution); no internal AI deployment | none,none,-,,https://www.alliancewitan.com/news-insights-hub/generative-ai,missing
Anglo American,UK,Mining & Materials,Mining,Operations,"AI Centre of Excellence + FutureSmart Mining; 2025 annual report cites AI for ""operational excellence""; formal governance and use cases in mining ops",CONFIRMED,qualitative (operational excellence),I,https://www.im-mining.com/2026/03/09/anglos-new-ai-centre-of-excellence-to-drive-safe-responsible-ai-adoption/,2025
Antofagasta,UK,Mining & Materials,Mining,Operations,"AI to optimise copper processing; automation, integrated remote operating centres, advanced analytics cited in 2025 results",CONFIRMED,qualitative (performance/safety/cost),I,https://www.antofagasta.co.uk/media/articles/antofagasta-advancing-ai-to-optimise-copper-processing/,2025
Associated British Foods,UK,Retail & E-commerce,Food & tobacco,none,"Annual report references ""new technologies for Primark"" and warehouse automation but no specific AI deployment disclosed | none",none,-,,https://www.abf.co.uk/content/dam/abf/corporate/Documents/investors/annual-and-interim-reports/2025/abf-ar-strategic-report-2025.pdf,2025
AstraZeneca,UK,Healthcare & Life Sciences,Pharmaceuticals & biotechnology,Healthcare/R&D,AI embedded across drug discovery/development; Predictive Insight Platform (cloud-native modelling to cut discovery cycles); AI in clinical trials,CONFIRMED,"qualitative (faster discovery, higher trial success odds)",S,https://www.astrazeneca.com/what-science-can-do/topics/data-science-ai/unlocking-future-drug-discovery-through-AI-advances.html,missing
AstraZeneca,UK,Healthcare & Life Sciences,Pharmaceuticals & biotechnology,Healthcare/R&D,$555m AI deal (Algen Biotechnologies) to identify immunology targets; acquired Modella AI (oncology); Illumina AI tie-up,CONFIRMED,$555m deal value,S,https://www.ft.com/content/c4b5153f-be07-454d-911f-31bb011f09ae,missing
Auto Trader Group,UK,Media / Entertainment / Gaming,Media,Product,"Co-Driver generative AI suite for retailers; ~11,000 retailers (85% of customers) adopted, 2.5M AI-powered vehicle descriptions/image re-orders",CONFIRMED,"~200,000 hours saved in listing creation (self-claimed)",P,https://uk.advfn.com/market-news/article/7721/auto-trader-delivers-revenue-growth-and-expands-ai-capabilities-in-first-half-of-2025,2025
Aviva,UK,Insurance,Life insurance,Financial Services,AI fraud detection identified over £230m in fraudulent claims,CONFIRMED,£230m fraudulent claims detected (self-claimed),I,https://www.theguardian.com/business/2026/jun/08/aviva-ai-bogus-insurance-claims-rocket,2026
Aviva,UK,Insurance,Life insurance,Operations,Motor-claims transformation with 80+ AI models (with McKinsey); AI-powered virtual agent for phone claims journeys,CONFIRMED,80+ AI models (self-claimed),I,https://www.mckinsey.com/capabilities/tech-and-ai/how-we-help-clients/rewired-in-action/aviva-rewiring-the-insurance-claims-journey-with-ai,missing
Babcock International,UK,Aerospace & Defence,Aerospace & defence,Product,Nomad: AI-powered comms-intelligence device (clean/transcribe/translate/analyse voice+text in real time) launched at DSEI 2025 | CONFIRMED,none,P,,https://www.babcockinternational.com/news/babcock-launches-cutting-edge-ai-communications-intelligence-device-for-military-and-security-services-at-dsei/,2025
BAE Systems,UK,Aerospace & Defence,Aerospace & defence,Product,Scale AI partnership to field agentic AI across US DoD platforms; DARPA $3.9m contract to harden battlefield AI; investment in Oxford Dynamics,CONFIRMED,$3.9m DARPA contract,P,https://www.baesystems.com/en/us/article/bae-systems-and-scale-ai-combine-forces-to-bring-agentic-ai-to-defense-missions-and-platforms,missing
Barratt Redrow,UK,Retail & E-commerce,Household goods & home construction,Operations,Bricklaying robots deployed on commercial sites (CEO statement); Nexus ReGen material-intelligence platform selected for digital transformation | CLAIMED,none,I,,https://www.bbc.co.uk/programmes/p0nnk8kn,missing
Beazley,UK,Insurance,Insurance,none,"AI appears only as an insured risk/coverage topic (cyber, AI liability); no evidence Beazley deploys AI in its own underwriting/claims | none",none,-,,https://www.theinsurer.com/cyber-risk/news/beazley-insurers-must-ask-questions-on-ai-governance-to-inform-risk-assessment-2026-04-27/,2026
BP,UK,Energy & Utilities,Oil & gas producers,Operations,Optimization Genie (AI platform analysing real-time field data); digital twins + AI + robotics; decade-long Palantir partnership (renewed 2024),CONFIRMED,AI/robotics/digital twins lifted oil & gas production ~2%/yr (self-claimed),I,https://www.bp.com/en_us/united-states/home/news/features-and-highlights/5-ways-bp-uses-ai-and-other-tech-to-drive-performance.html,2024
British American Tobacco,UK,Retail & E-commerce,Tobacco,Strategic/Operations,"AI-driven restructuring cutting ~9,000 jobs to become ""technology enabled""; automation/reorganisation",CONFIRMED,£600m savings by 2028 (self-claimed),S,https://www.theguardian.com/business/2026/jun/29/british-american-tobacco-bat-cut-jobs-ai,2028
British Land,UK,Real Estate & Construction,Real estate,none,"AI is a demand driver (leasing office space to AI firms), not internal deployment | none",none,-,,https://www.reuters.com/world/uk/uks-british-land-lifts-earnings-forecast-ai-firms-flock-london-campuses-2026-04-21/,2026
BT Group,UK,Telecom,Telecommunications services,Customer Support,"EE virtual assistant ""Aimee"" handles up to 60,000 customer conversations/week; Sprinklr generative-AI partnership; automation success approaching 50%",CONFIRMED,"60,000 conversations/week; ~50% automation success; gen-AI travel feature ""halved"" chat support need (self-claimed)",P,https://newsroom.bt.com/bt-group-leans-on-ai-to-transform-customer-service-experience/,missing
Bunzl,UK,Logistics & Supply Chain,Support services,Supply Chain,Bunzl Catering Supplies uses AI/ML to forecast demand and optimise inventory (moved off 12-week framework); reduces over/under-stocking,CONFIRMED,qualitative (improved stock availability),I,https://www.cateringinsight.com/how-bunzl-catering-supplies-has-used-ai-and-machine-learning-to-improve-stock-availability/,missing
Burberry,UK,Retail & E-commerce,Personal goods,Product,"""Penguin"" generative-AI discovery/recommendation platform; conversational AI messaging; AI-powered campaigns",CONFIRMED,"AI campaigns ""doubling conversion, tripling engagement"" (self-claimed, award submission)",P,https://www.dataiq.global/award-winner/most-innovative-use-of-ai-global-burberry/,missing
Centrica,UK,Energy & Utilities,Multiline utilities,Operations,"200+ AI use cases across group (demand forecasting, customer care); Microsoft Dynamics 365 for 12,000 British Gas engineers; Centrica Energy suite of 10 AI trading apps",CONFIRMED,200+ AI use cases (self-claimed),I,https://www.pwc.co.uk/services/technology/generative-artificial-intelligence/centrica.html,missing
Coca-Cola Europacific Partners,UK,Retail & E-commerce,Beverages,Product,AI-powered Coke&GO smart coolers (computer vision) in New Zealand; AI-driven BI portal with conversational assistant; Osapiens sustainability AI | CONFIRMED,none,P,,https://www.cocacolaep.com/news-and-stories/how-ai-is-unleashing-growth-at-ccep/,missing
Coca-Cola HBC,UK,Retail & E-commerce,Beverages,Operations,"AI/advanced analytics embedded in operations (own AI Statement); Microsoft partnership (smart glasses, digital twins); Genpact Data-Tech-AI hub | CONFIRMED",none,I,,https://www.coca-colahellenic.com/en/about-us/corporate-governance/policies/artificial-intelligence-statement,missing
Compass Group,UK,Travel & Hospitality,Support services,Operations,Dedicated Compass Data & AI (CDAI) org in North America using data science/ML/automation to transform dining and operations | CONFIRMED,none,I,,https://careers.compass-usa.com/compass-data-and-ai,missing
Computacenter,UK,Technology,Software & computer services,none,"""Computacenter Intelligence"" is a customer-facing AI delivery service offering; no primary evidence of internal AI deployment in own ops | CLAIMED",none,-,,https://www.computacenter.com/en-us/what-we-do/artificial-intelligence,missing
Convatec,UK,Healthcare & Life Sciences,Health care equipment & supplies,Operations,AI-led SAP S/4HANA transformation with LTIMindtree for intelligent business operations (not device-level AI) | CONFIRMED,none,I,,https://www.basispointinsight.com/Story/ltimindtree-wins-convatec-mandate-for-ai-driven-sap-s-4hana-transformation,missing
Croda International,UK,Chemicals & Materials,Chemicals,R&D,AI/data analytics across business incl. optimising biologics; Dotmatics R&D digital program and SAP partnership to shorten product development | CONFIRMED,none,S,,https://www.croda.com/en-gb/smart-science/innovation/innovation-at-croda-beyond-boundaries/data-analytics,missing
DCC,UK,Energy & Utilities,Support services,Operations,"AI at core of digital innovation (own disclosure); predicting energy consumption, optimising renewable storage/distribution; Digital and AI Hub; EY partnership | CONFIRMED",none,I,,https://www.dcc.ie/news-and-insights/news/2024/ai-is-at-the-core-of-digital-innovation-at-dcc,2024
Diageo,UK,Retail & E-commerce,Beverages,Operations,"""DANI"" GenAI-powered internal agent; AI-driven ""Accelerate"" cost program; AI in precision marketing (CreativeX)",CONFIRMED,"Accelerate program targeting $312m savings; AI ""halved"" cost per 1,000 ad impressions (self-claimed)",I,https://infotechlead.com/cio/diageo-reveals-ai-driven-accelerate-program-targeting-312-mn-savings/,missing
Diploma,UK,Legal & Professional Services,Industrial support services,none,"No confirmed deployment found; search results conflate with AI education ""diploma"" courses, no company-specific AI evidence | none",none,-,,https://www.diplomaplc.com,missing
Endeavour Mining,UK,Mining & Materials,Mining,none,"No confirmed deployment found; only source is SEO aggregator (cash-platform.com); ""Endeavour Scientific"" is an unrelated exploration-services firm | none",none,-,,https://www.sciencedirect.com/science/article/pii/S2214790X24000388,missing
Entain,UK,Travel & Hospitality,Travel & leisure,Product,ARC AI player-protection tool (behavioural risk assessment for safer gambling); ZingBrain AI personalised recommendations (Boost Casino),CONFIRMED,"ARC tool uptake +98% (2023, self-claimed)",P,https://igamingbusiness.com/sustainable-gambling/entain-player-protection-tool/,2023
